ligand_id,SMILES,cluster00_BE,cluster01_BE,cluster02_BE,cluster03_BE,cluster04_BE,cluster05_BE,cluster06_BE,cluster07_BE,cluster08_BE,cluster09_BE,is_active
b2AR-decoy_1005,C=C[C@]1(C)CC[C@@H](C(=C)COC(=O)c2ccccc2O)C[C@H]1C(=C)C,-8.79827994054788,-6.611652386387135,-6.16611972473383,-4.51450408114149,-3.733071328008289,-3.387822168383435,-3.8083931853109902,-2.2841531030910067,-4.029605624298046,-3.965774979150767,0
b2AR-decoy_164,C[C@H](O)[C@@H](C)Oc1nc(Nc2ccc(S(=O)(CCO)=NS(=O)(=O)CC[Si](C)(C)C)cc2)ncc1Br,-8.79367543463306,-6.298065581910386,-6.257394753398231,-4.26832767069765,-5.137442928711218,-3.4924559428352344,-3.606663425304341,-3.3393524838823367,-3.3442111973798765,-4.821979816472558,0
b2AR-decoy_238,CCCNC(=O)CCC(=O)O[C@H](C(=O)N1CSC(C)(C)[C@H]1C(=O)NC(C)(C)C)[C@H](Cc1ccccc1)NC(=O)COc1c(C)cccc1C,-8.79073512695276,-5.134673587153875,-6.157263240706621,-5.28988104297388,-4.289853898421889,-2.4686879666934045,,-5.057990028760496,-5.648748801051047,-4.690829699066928,0
b2AR-decoy_3089,Cc1ccc(CSc2nc3ccncc3n2Cc2nc(c3ccc(Cl)cc3)oc2C)cc1,-8.78922759946833,-4.494689747662895,-5.252448209975201,-5.23953403566297,-6.301943662786739,-4.170453564747264,-3.5642181214990813,-3.0586698761952364,-4.579395459100196,-5.130726858146236,0
b2AR-decoy_663,CC(C(=O)N/N=C/c1c(F)cccc1F)c1ccc(c2ccccc2)c(F)c1,-8.78691701571744,-6.601805897860565,-5.367761624903591,-4.73462223498996,-5.596466531589819,-4.5695467405545855,-4.17870925951874,-4.107559142233967,-4.596830282505186,-5.222255861550666,0
b2AR-decoy_2978,Cc1oc(c2ccccc2F)nc1Cn1c(SCc2ccccc2F)nc2ccncc21,-8.78598988737247,-4.899286502129256,-6.494767089808152,-4.07705104049497,-4.870723858939099,-4.937445371483975,-3.360527948004441,-3.922936406334557,-3.3188076042209564,-4.190099718319518,0
b2AR-decoy_1234,Cc1cc2nnc(SCc3cn4ccccc4n3)n2c2ccccc12,-8.78463505252573,-4.122515100720725,-6.36185628798227,-2.46538352017152,-4.269769770520228,-4.174034108604234,-2.154172448977951,-4.392697537878316,-4.514731866391457,-3.209717468014507,0
b2AR-decoy_937,CC1CCC/C(=N\Nc2nc(c3ccc4ccccc4c3)cs2)C1,-8.78090715819547,-4.990707907720825,-5.257771834025321,-4.9428632060721895,-3.982889225031008,-3.2783622884357246,-4.129622931236701,-3.610123418946056,-4.795493274536017,-5.429886319661467,0
b2AR-decoy_1935,CC(O)(CSc1ccc(OC(F)(F)F)cc1)C(=O)Nc1ccc([N+](=O)[O-])cc1C(F)(F)F,-8.7688450541961,-4.111851846727745,-4.925868818710621,-4.49596936649969,-3.7817819082087594,-2.059150258108975,-2.132036058409371,-2.6502751751533165,-3.8427204144320166,-4.398124439832976,0
b2AR-decoy_165,C=CC[C@@H](CC(=O)N(CCO)Cc1ccccc1)C(=O)N[C@@H](COC(=O)[C@H](CC=C)CC(=O)OC(C)(C)C)Cc1c[nH]c2ccccc12,-8.76341359898996,-6.218406970192726,-6.3373946841297215,-4.29593333604408,-3.396474574884288,-6.529357772884685,-4.211259390677961,-4.041115795705958,-4.598943272676176,-4.675838275348587,0
b2AR-decoy_2532,COc1ccn2nc(C)c(C(=O)NCc3ccc(c4ccc(OC(F)(F)F)cc4)cc3F)c2c1,-8.75165947098247,-2.7882500495818148,-3.3221849244066908,-3.62686191979454,-4.227440996432688,-0.9876721984225147,-3.8203990024541694,-0.310652925599947,-3.5566568727768866,-2.536877864810497,0
b2AR-decoy_1554,CC(C)C(OC(=O)c1ccccc1)C(C)(C)COC(=O)c1ccccc1,-8.74943961110993,-6.078080600174485,-5.963180903617401,-4.6186904000783695,-3.469173153907729,-4.800968019001164,-2.637044611623441,-3.8391327981572263,-3.673830366177016,-3.390360630873197,0
