ligand_id,SMILES,glide_gscore,is_active
M2R-decoy_2750,CC1(C)S[C@H]([C@H](NC(=O)Cc2ccccc2)C(=O)NCc2ccccc2)[NH2+][C@H]1C(=O)N[C@H](Cc1ccccc1)[C@H](O)CC(=O)N[C@H](CO)c1ccccc1,-9.13575060105601,0
M2R-decoy_4982,COC(=O)CNC(=O)C(CSC(=O)OCc1ccccc1)NC(=O)CCC(NC(=O)OCc1ccccc1)C(=O)OC,-9.13239489546694,0
M2R-decoy_596,NC1=C(c2nc3ccccc3s2)C(=O)CN1C1CCC(O)CC1,-9.12952623008879,0
M2R-decoy_2698,CCCCCC(=O)O[C@@H]1[C@H](OCC23C[C@@H]4[C@H](C)CC[C@H]4C4(C=O)CC2C=C(C(C)C)C34C(=O)[O-])O[C@H](C)[C@@H](OC)[C@H]1OC(=O)CCCCC,-9.12923294492397,0
M2R-decoy_2118,CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)CC(NC(=O)c1cccnc1)c1ccccc1)C(=O)[C@@]1(C)CO1,-9.12533156793164,0
M2R-decoy_2728,COc1ccc(NC(=O)NCC(=O)N[C@@H](Cc2ccccc2)C(=O)NCC(=O)N[C@H](C(=O)N2CCC[C@H]2C(=O)N2CCN(c3nsc4ccccc34)CC2)C(C)C)cc1,-9.11840179151725,0
M2R-decoy_6395,Cc1cccc(c2csc(N3CC[C@@]4(C(=O)[O-])C[C@H]4C3)n2)c1OCc1ccc2c(c1)CC[NH+](C1CCOC1)CC2,-9.11414249610903,0
M2R-decoy_7119,CCO[C@@H]1CN(c2nc(c3cc(C)ccc3OCc3cc(C)c4c(c3F)CC[NH+](C3CCOCC3)C4)cs2)CC[C@@H]1C(=O)[O-],-9.09753854030925,0
M2R-decoy_5951,O=C(CN(c1ncnc2c1ncn2C1CCCCO1)C1CC1)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)OCc1ccccc1,-9.09319624604218,0
M2R-decoy_8718,C=CCOC(=O)[C@H](Cc1cn(C(c2ccccc2)(c2ccccc2)c2ccccc2)cn1)NC(=O)[C@H](Cc1ccccc1)NC(=O)CNC(=O)c1coc(c2ccccc2)n1,-9.08580561868938,0
M2R-decoy_4783,CO[C@@]1(NC(=O)Cc2ccc(O)cc2)C(=O)N2C(C(=O)OCc3ccccc3C)=C(CSc3nnnn3C)CO[C@@H]21,-9.08394338640204,0
M2R-decoy_8406,CCCS(=O)(=O)N(Cc1ccccc1)c1nc(C(F)(F)F)ccc1CNC(=O)C(C)c1ccc(NS(C)(=O)=O)c(F)c1,-9.06889025763061,0
M2R-decoy_9857,O=C(/C=C/c1ccc(Br)cc1)c1ccc(OCc2cn([C@H]3CC(=O)N4C[C@@H]5CCC[NH+]6CCC[C@@H]([C@H]56)[C@H]4C3)nn2)cc1,-9.06592000154941,0
M2R-decoy_9516,O=C(N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N1CCC[C@H]1C(=O)OCc1ccccc1)c1cc2ccc(O)cc2oc1=O,-9.05717144519735,0
M2R-decoy_2715,COC(=O)[C@H](NC(=O)[C@@H](CC(C)C)NC(=O)N(Cc1ccccc1)C[C@@H](O)[C@@H](Cc1ccccc1)NC(=O)[C@@H](CC(C)C)NC(=O)OC(C)(C)C)C(C)C,-9.05456586669385,0
M2R-decoy_5069,CC(C)c1nc(CN(C)C(=O)N[C@H](C(=O)N[C@@H](Cc2ccccc2)[C@H](Cc2ccccc2)NC(=O)OCc2cncs2)C(C)C)cs1,-9.05442196028168,0
M2R-decoy_3491,CCc1cccc(CN(C)C(=O)NC(C(=O)N[C@@H](Cc2ccccc2)[C@@H](O)C[C@H](Cc2ccccc2)NC(=O)OCc2cccnc2)C(C)C)n1,-9.04997824468141,0
M2R-decoy_8694,CC(C)(NP(=O)(OC[C@H]1O[C@@H](n2cc(/C=C/Br)c(=O)[nH]c2=O)C[C@@H]1O)Oc1cccc2ccccc12)C(=O)OCc1ccccc1,-9.04055248786193,0
M2R-decoy_9525,c1ccc(Nc2nc(NCCCCOc3nc(Nc4ccccc4)nc(N4CCc5ccccc5C4)n3)nc(N3CCc4ccccc4C3)n2)cc1,-9.04034032494975,0
M2R-decoy_3470,Cc1cccc(COC(=O)NC(C(=O)N[C@@H](Cc2ccccc2)C[C@H](O)[C@H](Cc2ccccc2)NC(=O)OCc2cccnc2)C(C)C)n1,-9.03926236561896,0
M2R-decoy_10004,NC(=O)[C@H]1CC[C@H](C(=O)N2CC[C@@]3(S(=O)(=O)c4ccc(F)cc4)c4ccc(OCc5c(F)cccc5C(F)(F)F)cc4CC[C@@H]23)CC1,-9.03510878615065,0
M2R-decoy_4867,Cc1cn(Cc2cn(C[C@H]3OC(C)(C)O[C@H]3[C@@H](O)P(=O)(OCc3ccccc3)OCc3ccccc3)nn2)c(=O)[nH]c1=O,-9.03352300155879,0
M2R-decoy_4654,CC(C)c1nc(CN(C)C(=O)N2CCC[C@H]2C(=O)N[C@H](CC[C@H](Cc2ccccc2)NC(=O)OCc2cncs2)Cc2ccccc2)cs1,-9.03271406136528,0
M2R-decoy_8452,CCOC(=O)CCCn1c(=O)nc2n(CCCCOC(=O)C[C@@H]3CC4C5CC[C@H](O)C5CCC4[C@@]4(C)CCC(=O)C=C34)c3ccccc3cc-2c1=O,-9.03191346855817,0
ASD01820069,O=C1c2ccccc2C(=O)N1CCC[n+]1ccc(CCCc2cc[n+](CCCN3C(=O)c4ccccc4C3=O)cc2)cc1,-9.02766137733024,1
M2R-decoy_1778,OC[C@H]1O[C@@H](c2ccc(Cl)c(Cc3ccc4c(c3)OC=CO4)c2)[C@H](O)[C@@H](O)[C@@H]1O,-9.0127081565541,0
