ligand_id,SMILES,BE_min,is_active
M2R-decoy_7105,O=C(NCc1cccc(F)c1)[C@H]1S[C@@H](n2cnc3c(NCc4cccc(I)c4)ncnc32)[C@H](O)[C@@H]1O,-9.906531569719109,0
M2R-decoy_8186,COc1ccc2c(O[C@H]3C[C@H]4C(=O)N(C)CCCC/C=C/[C@@H]5C[C@@]5(C(=O)NS(=O)(=O)C5(C)CC5)NC(=O)N4C3)cc(c3csc(C(C)C)n3)nc2c1Cl,-9.89534484119872,0
M2R-decoy_4917,COc1ccc(/C=C/C(=O)/C=C/c2ccc(OCc3cn([C@H]4C[C@H](n5cc(C)c(=O)[nH]c5=O)O[C@@H]4CO)nn3)c(OC)c2)cc1,-9.884353699843508,0
M2R-decoy_8176,COc1ccc2c(O[C@H]3C[C@H]4C(=O)N(C)CCCC/C=C/[C@@H]5C[C@@]5(C(=O)NS(=O)(=O)C5(C)CC5)NC(=O)N4C3)cc(c3nc(C4CCC4)cs3)nc2c1Cl,-9.882462718102206,0
M2R-decoy_4991,O=C([O-])CCCCCCC(=O)Nc1ccc(C2=C(c3ccc(O)cc3)C3CC(S(=O)(=O)Oc4ccc5ccccc5c4)C2O3)cc1,-9.878386313765406,0
ASD01810007,COc1ccc2c(c1)c1c3c(cc4c1n2C(=O)CC4)CNCC3,-9.871973672428409,1
M2R-decoy_2710,CC(=O)NCC#CCC(NC(=O)C(Cc1cccc2ccccc12)Cc1cccc2ccccc12)C(=O)NC(CC1CCCCC1)[C@@H](O)CC(=O)N1CCOC(CC[NH3+])C1,-9.87001065395229,0
ASD01820024,CCCN(CCCCCC[N+](C)(C)CCCN1C(=O)c2ccccc2C1=O)CC1CCCCN1CCNC(=O)N1c2ccccc2C(=O)Nc2cccnc21,-9.864617951023906,1
M2R-decoy_7801,Cc1nnc2n1Cc1sc(C#Cc3cnn(CCCNc4cccc5c4CN(C4CCC(=O)NC4=O)C5=O)c3)c(Cc3ccccc3)c1OC2,-9.858588219309508,0
ASD01820065,O=C1c2ccccc2C(=O)N1CCCON=Cc1cc[n+](CCCCC[n+]2ccc(C=NOCCCN3C(=O)c4ccccc4C3=O)cc2)cc1,-9.856674068671218,1
M2R-decoy_5030,CCOS(=O)(=O)/C=C/c1ccc(O[C@@H]2CN(C(=O)C(=O)Nc3ccc(Oc4ccccc4)cc3)C[C@@H]2Oc2ccc(CCS(=O)(=O)OCC)cc2)cc1,-9.854846244656606,0
ASD01810030,O=C1CCc2cc3c(c4c5cc(O)ccc5n1c24)CNCC3,-9.851807461613706,1
M2R-decoy_6433,O=C(/C=C/c1ccc(C(O)(O)C(F)(F)F)cc1)Nc1ccc(c2nc3ccc([N+](=O)[O-])cc3n2O)cc1,-9.85176735237638,0
