ligand_id,SMILES,BE_avg,is_active
CCR2-decoy_516,C/C(=N\n1c(/N=C/c2ccccc2C)c(C#N)c(c2ccc([N+](=O)[O-])cc2)c(C#N)c1=O)c1nc2ccccc2[nH]1,-7.674846909647499,0
CCR2-decoy_323,CC(C)C(NC(=O)OCc1cccc(C(C)(C)C)n1)C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@H](Cc1ccccc1)NC(=O)OCc1cccnc1,-7.659946909647499,0
CCR2-decoy_544,Clc1ccc2c(NCCn3cnc4c(N5CCN(c6ccccc6)CC5)nc(Cl)nc43)ccnc2c1,-7.653346909647499,0
CCR2-decoy_745,O=C1/C(=C\c2ccc([N+](=O)[O-])cc2)c2ccccc2N1Cc1ccccc1,-7.6445469096475,0
CCR2-decoy_264,CCOc1nc(N)nc2c1ncn2[C@@H]1O[C@](F)(COP(=O)(N[C@@H](C)C(=O)OCC(C)C)Oc2cccc3ccccc23)[C@@H](O)[C@@]1(C)F,-7.6438469096475,0
CCR2-decoy_466,CCC(C)C(=O)O[C@@H]1[C@@H]2OC[C@]3(C)[C@H](OC(C)=O)C[C@H](O)[C@](C)([C@H]4CC[C@@](C)([C@@H](C)[C@H]5COC(=O)C5)C[C@]14C)[C@@H]23,-7.643646909647501,0
CCR2-decoy_527,Cc1cc(N2CCC(C)CC2)nc2ccc(NC(=O)CCC(=O)N3CCN(c4ccccc4F)CC3)cc12,-7.642446909647498,0
CCR2-decoy_509,COc1ccc(c2cc(c3ccc4c(c3)CCCC4)nc(OCC(=O)NCc3ccccc3)c2C#N)cc1OC,-7.634446909647499,0
CCR2-decoy_603,Cc1cccc(Cn2nc(C)n3c(cc4cc(C)ccc43)c2=O)c1,-7.628946909647499,0
CCR2-decoy_185,O=C(Cc1ccccc1)OC1C=CC(n2ccc(=O)n(Cc3cc(F)cc(F)c3)c2=O)C1,-7.622846909647501,0
CCR2-decoy_354,CC(C)(C)OC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@@H](Cc1ccc(CCCO)cc1)C(=O)N[C@H]1c2ccccc2C[C@H]1O,-7.620046909647499,0
