ligand_id,SMILES,cluster00_BE,cluster01_BE,cluster02_BE,cluster03_BE,cluster04_BE,cluster05_BE,cluster06_BE,cluster07_BE,cluster08_BE,cluster09_BE,is_active
CCR2-decoy_324,COc1ccc(COC(=O)NC(C(=O)N[C@@H](Cc2ccccc2)[C@@H](O)C[C@H](Cc2ccccc2)NC(=O)OCc2cccnc2)C(C)C)nc1,-8.42749081382618,-6.086355608847444,-7.402571590027435,-5.979190671178065,-7.050874407754348,-6.812492909290038,-5.395167024945064,-4.1968094433566,-5.045290196105943,-5.240317600026476,0
CCR2-decoy_367,CC(C)CN1C[C@@H]([C@H](O)[C@H](CC2CCCCC2)NC(=O)[C@H](Cc2c[nH]cn2)NC(=O)[C@H](Cc2ccccc2)NC(=O)OC(C)(C)C)OC1=O,-8.41239701638151,-6.317990553328814,-7.404146656736685,-5.806132592906897,-5.747076349847598,-3.896481881228097,-4.562204160634033,-4.95294147050835,-3.521599379587933,-5.748847074265747,0
CCR2-decoy_28,CSc1nnc(SC2=C([O-])CC(c3ccccc3)CC2=O)s1,-8.40558245599452,-6.264963163320344,-6.882251125862796,-5.791708916850435,-4.2170348837541685,-4.906646084713097,-4.305176234673953,-5.59645043307501,-2.7490821079099126,-3.880360585437906,0
CCR2-decoy_258,CCOC(=O)[C@H](Cc1ccccc1)NP(=O)(N[C@@H](Cc1ccccc1)C(=O)OCC)c1ccc(c2nc(N)sc2CC(C)C)o1,-8.36419802205162,-5.952763087491154,-4.096202063752116,-6.213850550925027,-5.129804019807279,-3.676105309775277,-4.225497547975853,-1.6932950303327288,-2.914313095239792,-4.576936964415246,0
CCR2-decoy_537,O=c1n(Cc2nc(c3ccccc3C(F)(F)F)no2)nc(c2ccc(Cl)cc2)n1C[C@H](O)C(F)(F)F,-8.35729266515923,-6.590244170227154,-7.651324139446466,-5.2995728541391465,-5.1269098917302784,-4.730091443637608,-3.353675558592463,-5.0277814557310485,-3.435524684896162,-5.264916818920346,0
CCR2-decoy_423,CCCCc1nc2ccn(C(C(=O)N(C)C)c3ccccc3)c(=O)c2n1Cc1ccc(c2ccccc2C2=NNN=N2)cc1,-8.34761581197604,-3.534384931813374,-4.863708850029616,-3.646539215782006,-4.084365974315648,-3.268740908639118,-2.350071807671533,-3.224086565552589,-2.5083787105420123,-1.8517508599724064,0
CCR2-decoy_410,COc1cc2c(c(OC)c1OC)-c1c(cc3c(c1OC)OCO3)C[C@H](C)[C@](C)(O)[C@H]2OC(=O)c1ccc(C#N)cc1,-8.34732711612994,-6.600079444063934,-6.907142593076125,-3.946594956087136,-2.036093220564548,-1.4440970138283475,-4.277099808094283,-4.0147124605201885,-4.222748301848163,-4.302143937275896,0
CCR2-decoy_360,CCc1cn2c3c(cc(C(=O)N[C@@H](Cc4ccccc4)[C@H](O)C[NH2+]C(COC)c4cccc(C(F)(F)F)c4)cc13)N(C)S(=O)(=O)C1(CC1)C2,-8.33980134755172,-6.370120191006404,-6.930865576546076,-5.764957984327356,-6.417575800526517,-3.738046784113587,-5.012398010791733,-3.633853446507279,-3.3721799479985526,-4.079549505395846,0
CCR2-decoy_190,CC(C(=O)[O-])c1ccc(CSc2nc(SCc3ccccc3F)[nH]c(=O)n2)cc1,-8.33824386567009,-6.020624169451774,-7.278725665380275,-5.743809668095135,-4.734117439725639,-4.993666151315258,-4.386567322477753,-4.60715750074672,-3.843245435839292,-6.062418686229117,0
CCR2-decoy_387,C[C@@H]1CO[C@H]([C@H](O)[C@H](CC2CCCCC2)NC(=O)[C@H](Cc2c[nH]cn2)NC(=O)[C@H](Cc2ccccc2)NC(=O)OC(C)(C)C)C1,-8.32985051049302,-6.174239780960084,-6.053987212176386,-5.790615653780845,-6.230128188546779,-3.896752981666207,-4.693476034542963,-4.68329050090483,-3.586988362772172,-3.517732792066636,0
CCR2-decoy_245,CNC(=O)CCc1cn(Cc2ccc(C(=O)NS(=O)(=O)c3ccccc3C)cc2OC)c2cc(C(=O)NCC3CCCC3)ccc12,-8.32426940255025,-3.203913887016614,-1.4250554882979958,-0.4138957125740958,-3.3691875973943777,-1.8259985490661776,-1.5392486257500932,0.3211064799464607,,-2.0271444821830062,0
CCR2-decoy_123,COc1ccc([C@@H]2C[C@@H](SC3CCCC3)[C@H](C(=O)[O-])CN2S(=O)(=O)c2ccccc2C)cc1,-8.31888427212227,-4.643708685185524,-4.724163065502686,-3.705145574776776,-2.9344668242905785,-0.1970156553151474,-2.740429732727073,-2.424444039289009,-1.7511821595211128,-3.0507725899541267,0
CCR2-decoy_708,COc1cc2c(c(O)c1CC=C(C)C)C(=O)[C@H](c1ccc(O)cc1)CO2,-8.31560595890947,-4.637390714905154,-6.116382399260326,-6.999731337986727,-5.502526954051248,-4.438121049136417,-3.5715471268450427,-4.517391471497799,-2.1879965596034223,-2.652282537699977,0
CCR2-decoy_599,O=C([O-])CCCn1c2ccccc2c2ccccc21,-8.30089790479169,-5.782416419404154,-6.686218848609066,-5.626650550967707,-3.867439594822709,-4.375707400377937,-3.4783896518399238,-3.560060799184519,-3.2278684185600026,-4.912553995392587,0
CCR2-decoy_229,COc1ccccc1Oc1c(NS(=O)(=O)Cc2ccccc2)nc(c2ncccn2)nc1OCCOc1ncc(Br)cn1,-8.2802075404557,-6.187580375992764,-5.967664079355796,-5.213913589081976,-4.986593774589288,-2.8193067191740475,-3.2159404517464827,-2.532674971774099,-2.402861990371622,-2.678099850824746,0
CCR2-decoy_147,O=C([O-])COc1cccc2c1CCC(Cn1ncc(c3ccccc3)c(c3cccc(F)c3)c1=O)C2,-8.23736778669119,-5.267338374403314,-5.7704440241582855,-4.193130202508845,-5.632422413097838,-6.069757296929668,-3.663732981725153,-4.187731429028119,-2.0199094239406925,-1.659604105093086,0
CCR2-decoy_296,CC(C)c1nc(CN(C)C(=O)NC(C(=O)N[C@@H](Cc2ccccc2)C[C@H](O)[C@H](Cc2ccccc2)NC(=O)OCc2cccnc2)C(C)C)cs1,-8.22411501806376,-5.987575072508424,-6.002002772525676,-5.253641185480886,-5.035935007398988,-5.735687301945038,-6.428199873687962,-4.185326396938889,-3.0383980573863125,-4.329837249153987,0
ASD10910006,O=C(NCCOCCOCCn1ccnn1)c1ccc(Oc2ccc(Cl)cc2NS(=O)(=O)c2ccc(Cl)c(Cl)c2)cc1,-8.21886206807232,-3.701474182528374,-5.2533653690080655,-6.000304056215096,-4.3772175863700085,-4.510117790767348,-4.630459380777173,-4.05407166490115,-2.0340555054629323,-5.427694695579806,1
CCR2-decoy_191,C=C(C)CN(C1Cc2cc(C#N)ccc2N(Cc2cncn2C)C1)S(=O)(=O)c1ccccc1,-8.21332910566661,-6.680212214384334,-4.114840846749956,-5.026330396307955,-5.664531701410658,-5.391031993350758,-3.953672080325763,-4.48098326642603,-3.644629728662812,-3.538392429454756,0
CCR2-decoy_301,C=CCO/N=C(\Cn1c(=O)c2cc(CC)sc2n(Cc2ccc(c3ccccc3c3nc(=O)o[nH]3)cc2)c1=O)c1ccc(OC)cc1,-8.19999970853163,-6.429692320991354,-4.557036913502686,-6.870707151314896,-1.921578610563528,,-0.2762839635842331,,-3.442577360105473,,0
CCR2-decoy_176,O=C([O-])CC/C=C\C[C@@H]1CN(S(=O)(=O)c2cccc3cnccc23)C[C@H]1c1ccccc1O,-8.19187782966573,-6.691371050566484,-3.928845535747525,-4.213426954857447,-2.491783338203658,-2.930704201948587,-3.896751664474283,-3.617178530195489,-3.3349175628624828,-3.518678654289066,0
CCR2-decoy_349,O=C(Nc1ccccc1C(=O)N[C@@H](Cc1ccccc1)C[C@H](O)[C@H](Cc1ccccc1)NC(=O)OCc1cncs1)OCc1ccccn1,-8.18066383926037,-6.489021858563814,-6.839549610915686,-6.650485555372606,-6.6924065416407785,-3.660895341434328,-6.813557819231162,-5.481297774579529,-5.123129182845022,-3.862266893635416,0
CCR2-decoy_545,CCCCc1nc2ccc(C3CC(C(=O)OCC)=NO3)cc2c(=O)n1Cc1ccc(c2ccccc2C2=NNN=N2)cc1,-8.17376374603953,-3.587867625675204,-5.382194993551336,-3.727398309195176,-1.502246519664808,-3.376902286196268,-3.814773603350473,-3.379393230275269,-0.7651479225290925,-1.520505946205076,0
